protein_name	chemical_id	chemical_name	atc	protein_id	mesh_id	uniprot_id	protein_score	protein_annotation	mesh_score	mesh_annotation	matador_score	matador_annotation
CYP3A4	38409	tienilic acid	C03CC02	9606.ENSP00000337915	D003577	Q9UK50 Q9BZM0_HUMAN Q86SK3_HUMAN Q86SK2_HUMAN Q7Z448_HUMAN Q6GRK0_HUMAN Q16757 P05184 P08684	0		163	DIRECT	163	DIRECT
CYP1A2	38409	tienilic acid	C03CC02	9606.ENSP00000342007	D003577	P05177 Q9UK49_HUMAN Q9UK49 Q9BXX7_HUMAN Q9BXX7 Q6NWU5_HUMAN Q6NWU5 Q6NWU3_HUMAN Q16754	0		163	DIRECT	163	DIRECT
ENSP00000343074	38409	tienilic acid	C03CC02	9606.ENSP00000343074	D003577	Q53WY8_HUMAN	0		163	DIRECT	163	DIRECT
CYP2G1P	38409	tienilic acid	C03CC02	9606.ENSP00000346110	D003577	Q16411_HUMAN	0		163	DIRECT	163	DIRECT
CYP2D6	38409	tienilic acid	C03CC02	9606.ENSP00000346625	D003577	Q6XP50_HUMAN Q6NWU0_HUMAN Q6B012_HUMAN Q6B012 Q16804_HUMAN Q16752 P450C2D P10635	0		163	DIRECT	163	DIRECT
ENSP00000347006	38409	tienilic acid	C03CC02	9606.ENSP00000347006	D003577		0		163	DIRECT	163	DIRECT
D003577	38409	tienilic acid	C03CC02	D003577			0		163	DIRECT	163	DIRECT
HTR1A	36920	tertatolol	C07AA16	9606.ENSP00000316244		P08908 Q6LAE7 Q5ZGX3_HUMAN	950	DIRECT	0		950	DIRECT
ADRB1	36811	dobutamine	C01CA07	9606.ENSP00000046967	D018342	Q5T5Y4_HUMAN P08588 Q9UKG8 Q9UKG7	950	DIRECT	950	DIRECT	950	DIRECT
ADRB2	36811	dobutamine	C01CA07	9606.ENSP00000305372	D011943	P07550 O14823 O14824 O14825 O14826 Q9UMZ5 Q9UHA1 Q9UH95 Q9UCZ2_HUMAN Q9UCZ1_HUMAN Q9UCZ0_HUMAN Q9BYZ0_HUMAN Q96EC3_HUMAN Q8NEQ9 Q6P4D8_HUMAN Q6GMT4_HUMAN Q53GA6_HUMAN Q4JG18_HUMAN Q4JG18	0		809	DIRECT	809	DIRECT
ADRB3	36811	dobutamine	C01CA07	9606.ENSP00000343782	D011943	Q4JFT4_HUMAN Q4JFT4 P13945	0		809	DIRECT	809	DIRECT
D011943	36811	dobutamine	C01CA07	D011943			0		809	DIRECT	809	DIRECT
D018342	36811	dobutamine	C01CA07	D018342			0		950	DIRECT	950	DIRECT
AC1	36811	dobutamine	C01CA07	9606.ENSP00000195455	D000262	Q99440	0		511	INDIRECT	511	INDIRECT
ADCY7	36811	dobutamine	C01CA07	9606.ENSP00000254235	D000262	P51828 Q86YI0_HUMAN	0		511	INDIRECT	511	INDIRECT
KIAA0511	36811	dobutamine	C01CA07	9606.ENSP00000260600	D000262	Q53T54_HUMAN O60266 Q9UDB1 Q8NBM1_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY2	36811	dobutamine	C01CA07	9606.ENSP00000264672	D000262	Q08462 Q9UPU2 Q9UDB2_HUMAN Q7RTV6_HUMAN Q71UM8_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY8	36811	dobutamine	C01CA07	9606.ENSP00000286355	D000262	P40145	0		511	INDIRECT	511	INDIRECT
ADCY9	36811	dobutamine	C01CA07	9606.ENSP00000294016	D000262	Q4ZIR5_HUMAN Q4ZIR5 Q4ZHT9_HUMAN Q4ZHT9 O60503 O60273 Q9UGP2 Q9BWT4	0		511	INDIRECT	511	INDIRECT
ADCY1	36811	dobutamine	C01CA07	9606.ENSP00000297323	D000262	Q8NFM5_HUMAN Q75MI1 Q08828 Q59FG4_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY5	36811	dobutamine	C01CA07	9606.ENSP00000308685	D000262	O95622 Q8NFM3 Q7RTV7_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY6	36811	dobutamine	C01CA07	9606.ENSP00000311405	D000262	O43306 Q9UDB0_HUMAN Q9NR75 Q9NR74_HUMAN Q6LCE1_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY4	36811	dobutamine	C01CA07	9606.ENSP00000312126	D000262	Q96ML7 Q96KY6_HUMAN Q8NFM4 Q86TZ7_HUMAN Q6ZN83_HUMAN	0		511	INDIRECT	511	INDIRECT
ENSP00000355401	36811	dobutamine	C01CA07	9606.ENSP00000355401		Q9NNX0_HUMAN Q96PN6_HUMAN Q8WXV4_HUMAN Q5R330_HUMAN Q5R329_HUMAN O95558_HUMAN	950	INDIRECT	0		950	INDIRECT
D000262	36811	dobutamine	C01CA07	D000262			0		511	INDIRECT	511	INDIRECT
PGR	36709	promegestone	G03DB07	9606.ENSP00000325120	D011980	P06401 Q9UPF7 Q8TDS3_HUMAN Q8NG45_HUMAN Q8NG44_HUMAN Q8NG43_HUMAN Q8NG42_HUMAN Q6TZ08_HUMAN Q6TZ07_HUMAN	950	DIRECT	870	DIRECT	950	DIRECT
MPRG	36709	promegestone	G03DB07	9606.ENSP00000343877	D011980	Q9NXK6 Q8IXU2	0		870	DIRECT	870	DIRECT
D011980	36709	promegestone	G03DB07	D011980			0		870	DIRECT	870	DIRECT
GABRA1	36339	etomidate	N01AX07	9606.ENSP00000023897	D011963	Q53F42_HUMAN P14867 Q8N629	0		489	DIRECT	489	DIRECT
GABRA3	36339	etomidate	N01AX07	9606.ENSP00000262857	D011963	P34903 Q8TAF9	0		489	DIRECT	489	DIRECT
GABRA4	36339	etomidate	N01AX07	9606.ENSP00000264318	D011963	P48169 Q8IYR7_HUMAN	0		489	DIRECT	489	DIRECT
GABRA6	36339	etomidate	N01AX07	9606.ENSP00000274545	D011963	Q4VAV2_HUMAN Q16445 Q71UU0_HUMAN	0		489	DIRECT	489	DIRECT
GABRB2	36339	etomidate	N01AX07	9606.ENSP00000274547	D011963	Q4FZB2_HUMAN Q16323 P47870	0		489	DIRECT	489	DIRECT
GABRR1	36339	etomidate	N01AX07	9606.ENSP00000275066	D011963	P24046 Q9BX06_HUMAN	0		489	DIRECT	489	DIRECT
GABRQ	36339	etomidate	N01AX07	9606.ENSP00000276369	D011963	Q15739_HUMAN Q9UN88 Q9NZK8	0		489	DIRECT	489	DIRECT
GABRB1	36339	etomidate	N01AX07	9606.ENSP00000295454	D011963	Q8TBK3 P18505 Q16166	0		489	DIRECT	489	DIRECT
GABRB3	36339	etomidate	N01AX07	9606.ENSP00000299267	D011963	Q96FM5 Q68CS5_HUMAN P28472 Q14352	0		489	DIRECT	489	DIRECT
GABRG3	36339	etomidate	N01AX07	9606.ENSP00000331912	D011963	Q9NYT2 Q9HD46 Q99928	0		489	DIRECT	489	DIRECT
GABRA5	36339	etomidate	N01AX07	9606.ENSP00000335592	D011963	P31644 Q9NYT5 Q9NYT4 Q9NYT3 Q53XL6_HUMAN Q53XL6	0		489	DIRECT	489	DIRECT
GABRD	36339	etomidate	N01AX07	9606.ENSP00000342957	D011963	O14764 Q8N4N9	0		489	DIRECT	489	DIRECT
GABRE	36339	etomidate	N01AX07	9606.ENSP00000345982	D011963	O15345 O15346 Q99520 Q6PCD2_HUMAN P78334	0		489	DIRECT	489	DIRECT
GABRA2	36339	etomidate	N01AX07	9606.ENSP00000348897	D011963	Q8TBI4_HUMAN Q59G14_HUMAN Q4W5L8_HUMAN P47869	0		489	DIRECT	489	DIRECT
GABRG2	36339	etomidate	N01AX07	9606.ENSP00000349000	D011963	Q9UN15 Q9UDB3_HUMAN Q6PCC3_HUMAN Q6GRL6_HUMAN P18507	0		489	DIRECT	489	DIRECT
D011963	36339	etomidate	N01AX07	D011963			0		489	DIRECT	489	DIRECT
MAOB	34521	toloxatone	N06AG03	9606.ENSP00000265833		Q5HYN8_HUMAN P27338 Q8TBI1_HUMAN Q7Z6S2	950	DIRECT	0		950	DIRECT
CYP2C19	34312	oxcarbazepine	N03AF02	9606.ENSP00000285981		Q16743_HUMAN P33261 P33259 Q8WZB2_HUMAN Q8WZB2 Q8WZB1_HUMAN Q8WZB1 Q767A3_HUMAN	950	DIRECT	0		950	DIRECT
CALM1	33630	penfluridol	N05AG03	9606.ENSP00000272298	D002147	Q53S29_HUMAN Q53S29 Q13942 P99014 P70667 P62158 P02593 Q96HY3_HUMAN Q96HK3 Q61380 Q61379	0		924	DIRECT	924	DIRECT
ENSP00000291295	33630	penfluridol	N05AG03	9606.ENSP00000291295	D002147		0		924	DIRECT	924	DIRECT
CALML3	33630	penfluridol	N05AG03	9606.ENSP00000315299	D002147	P27482 Q5SQI4_HUMAN	0		924	DIRECT	924	DIRECT
CACNA1I	33630	penfluridol	N05AG03	9606.ENSP00000337829	D020747	Q9UNE6 Q9ULU9 Q9UH30 Q9UH15 Q9P0X4 Q9NZC8 Q8NFX6 Q7Z6S9 Q5JZ88 O95504	0		828	DIRECT	828	DIRECT
CACNA1G	33630	penfluridol	N05AG03	9606.ENSP00000350979	D020747	O94770 O43498 O43497 Q9Y5T3 Q9Y5T2 Q9UNG7 Q9ULU6 Q9UHP0 Q9UHN9 Q9NYV1 Q9NYV0 Q9NYU9 Q9NYU8 Q9NYU7 Q9NYU6 Q9NYU5 Q9NYU4	0		828	DIRECT	828	DIRECT
CACNA1H	33630	penfluridol	N05AG03	9606.ENSP00000351401	D020747	O95802 O95180 Q9NYY7_HUMAN Q9NYY6_HUMAN Q9NYY5 Q9NYY4 Q96RZ9 Q96QI6 Q8WWI6	0		828	DIRECT	828	DIRECT
ENSP00000352037	33630	penfluridol	N05AG03	9606.ENSP00000352037	D002147		0		924	DIRECT	924	DIRECT
D002147	33630	penfluridol	N05AG03	D002147			0		924	DIRECT	924	DIRECT
D020747	33630	penfluridol	N05AG03	D020747			0		828	DIRECT	828	DIRECT
ADRA1D	33625	indoramin	C02CA02	9606.ENSP00000303199	D018340	P25100 Q9NPY0 Q5VXR2_HUMAN	0		808	DIRECT	808	DIRECT
ADRA1B	33625	indoramin	C02CA02	9606.ENSP00000306662	D018340	P35368	0		808	DIRECT	808	DIRECT
ADRA1C	33625	indoramin	C02CA02	9606.ENSP00000348729	D018340	O60451 Q9UD67_HUMAN Q9UD63 Q96RE8_HUMAN Q7KYZ9_HUMAN Q6RUJ9 Q6RUJ8 Q6RUJ7 Q6RUJ5 Q6RUJ4 Q6LD06_HUMAN Q4VBM7_HUMAN Q13729 Q13675 P35348	950	DIRECT	808	DIRECT	950	DIRECT
D018340	33625	indoramin	C02CA02	D018340			0		808	DIRECT	808	DIRECT
TLR3	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000296795		Q6PCD4_HUMAN O15455 Q4VAL2_HUMAN Q504W0_HUMAN	950	DIRECT	0		950	DIRECT
IL32	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000008180	D007378	Q5VFH7_HUMAN P24001 Q96GK9 Q8WV38_HUMAN	0		163	INDIRECT	163	INDIRECT
SPG21	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000204566	D007378	Q9NZD8_HUMAN Q6ZMB6_HUMAN	0		163	INDIRECT	163	INDIRECT
EBI3	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000221847	D007378	Q14213 O75269	0		163	INDIRECT	163	INDIRECT
IL23A	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000228534	D007378	Q9NPF7_HUMAN Q9H2A5_HUMAN Q6NZ82_HUMAN Q6NZ80_HUMAN	0		163	INDIRECT	163	INDIRECT
IL26	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000229134	D007378	Q9NPH9	0		163	INDIRECT	163	INDIRECT
IFNG	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000229135	D007372	Q53ZV4_HUMAN Q14615_HUMAN Q14614_HUMAN Q14613_HUMAN Q14612_HUMAN Q14611_HUMAN Q14610_HUMAN Q14609_HUMAN P01579 Q96LA2_HUMAN Q8NHY9_HUMAN	950	INDIRECT	563	INDIRECT	950	INDIRECT
IL12B	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000231228	D018664	P29460 Q8N0X8_HUMAN	0		866	INDIRECT	866	INDIRECT
IL4	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000231449	D007378	Q5FC01_HUMAN Q14630 P05112 Q9UPB9_HUMAN Q6NZ77_HUMAN Q6NWP0_HUMAN	0		163	INDIRECT	163	INDIRECT
IL5	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000231454	D007378	Q13840 P05113	0		163	INDIRECT	163	INDIRECT
IFIT3	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000238972	D007372	Q5T765_HUMAN O14879 Q9BSK7 Q99634	0		563	INDIRECT	563	INDIRECT
IFNA6	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000239340	D007370	Q5VYQ1_HUMAN P05013	0		681	INDIRECT	681	INDIRECT
ENSP00000239353	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000239353	D007372	Q52LB8_HUMAN	0		563	INDIRECT	563	INDIRECT
IL17C	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000244241	D007378	Q3MIG8 Q9P0M4 Q9HC75	0		163	INDIRECT	163	INDIRECT
IL6	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000258743	D007378	P05231 Q9UCU4 Q9UCU3 Q9UCU2 Q75MH2_HUMAN	950	INDIRECT	163	INDIRECT	950	INDIRECT
IL1F9	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000259205	D007378	Q56B91 Q9NZH8 Q7RTZ9 Q6UVX7	0		163	INDIRECT	163	INDIRECT
IL1F6	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000259211	D007378	Q5BLR4_HUMAN Q5BLR4 Q53SR7_HUMAN Q9UHA7 Q7RTZ8	0		163	INDIRECT	163	INDIRECT
IL1F5	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000259212	D007378	Q56AT9 Q9UBH0 Q7RTZ6	0		163	INDIRECT	163	INDIRECT
IL1F8	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000259213	D007378	Q53SR6_HUMAN Q53SR6 Q9UHA5 Q9NZH7 Q7RTZ7	0		163	INDIRECT	163	INDIRECT
NFHEV	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000259562	D007378	O95760	0		163	INDIRECT	163	INDIRECT
IL17B	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000261796	D007378	Q9UHF5 Q6IAG3_HUMAN	0		163	INDIRECT	163	INDIRECT
IL25	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000262947	D007378	O75256 O75272 Q9NP69 Q9BTK7 Q969H8	0		163	INDIRECT	163	INDIRECT
IL1F7	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000263326	D007378	Q56AP9 Q9UHA6 Q9NZH6 Q9HBF3 Q9HBF2 Q8TD05 Q8TD04 Q7RU00_HUMAN	0		163	INDIRECT	163	INDIRECT
IL1A	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000263339	D007378	Q53QF9_HUMAN P01583 Q7RU02	0		163	INDIRECT	163	INDIRECT
IL1B	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000263341	D007378	Q53XX2_HUMAN Q53X59_HUMAN O43645_HUMAN P01584 Q9UCT6 Q96HE5 Q7RU01	0		163	INDIRECT	163	INDIRECT
IL21	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000264497	D007378	Q9HBE4	0		163	INDIRECT	163	INDIRECT
IFNA5	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000276915	D016898	Q52LX3_HUMAN P01569	0		898	INDIRECT	898	INDIRECT
IFNA7	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000276919	D016898	Q5VV15_HUMAN Q5VV14_HUMAN Q14607 P13358 P05014 P01567	0		898	INDIRECT	898	INDIRECT
IFNA1	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000276927	D016898	Q5VYQ2_HUMAN Q5VYQ2 Q14605 P01562 Q9UMJ3 Q8WZ68_HUMAN	0		898	INDIRECT	898	INDIRECT
IFNK	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000276943	D007370	Q5T166 Q9P0W0	0		681	INDIRECT	681	INDIRECT
ATP8A2	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000281620	D007378	Q5VXY9_HUMAN Q9NYM3 Q9NTL2 Q9NTI2 Q9NPU6 Q9H527 Q6ZU25_HUMAN Q6ZSP3_HUMAN	0		163	INDIRECT	163	INDIRECT
ZCYTO10	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000294983	D007378	Q9NYY1 Q96QZ6	0		163	INDIRECT	163	INDIRECT
ST16	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000294984	D007378	Q96KG4 Q96DB0 Q13007 Q53XZ7_HUMAN	0		163	INDIRECT	163	INDIRECT
IL3	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000296870	D007378	Q6NZ79_HUMAN Q6NZ78_HUMAN Q6GS87_HUMAN P08700	0		163	INDIRECT	163	INDIRECT
IFNB1	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000302523	D007370	P01574 Q5VWC9_HUMAN Q15943_HUMAN	950	INDIRECT	681	INDIRECT	950	INDIRECT
IL17D	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000302924	D007378	Q8TAD2 Q5VUZ7_HUMAN	0		163	INDIRECT	163	INDIRECT
IL16	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000302935	D007378	Q9UP18 Q9UME6_HUMAN Q8IUU6_HUMAN Q53HR8_HUMAN Q16435 Q14005	0		163	INDIRECT	163	INDIRECT
IL12A	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000303231	D018664	P29459 O60595_HUMAN Q96QZ1 Q7LDP2_HUMAN	0		866	INDIRECT	866	INDIRECT
IL13	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000304915	D007378	P35225 O43644 Q9UDC7_HUMAN Q4VB53_HUMAN Q4VB52_HUMAN Q4VB51_HUMAN Q4VB50_HUMAN	0		163	INDIRECT	163	INDIRECT
IL8	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000306512	D007378	P10145 Q9UCR8_HUMAN Q9C077 Q96RG6 Q6LAE6 Q6FGF6	0		163	INDIRECT	163	INDIRECT
IFNA2	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000321956	D007370	P01563 P01564 Q9UMA4_HUMAN Q96KI6 Q86UP4_HUMAN Q6QNB6_HUMAN Q6DJX8_HUMAN Q16055_HUMAN Q16054_HUMAN Q14645_HUMAN Q14606	0		681	INDIRECT	681	INDIRECT
IFNW1	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000322518	D007370	P05000 Q7M4P5_HUMAN Q5VWD0_HUMAN Q5U802_HUMAN Q13168_HUMAN	0		681	INDIRECT	681	INDIRECT
IL17E	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000328111	D007378		0		163	INDIRECT	163	INDIRECT
IL22	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000329384	D007378	Q9GZX6 Q6NZ84_HUMAN Q6NZ83_HUMAN Q6NWP4_HUMAN	0		163	INDIRECT	163	INDIRECT
IL29	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000329991	D007378	Q8IU54	0		163	INDIRECT	163	INDIRECT
IL28A	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000333639	D007378	Q8IZJ0 Q8IWL7 Q6VN55 Q45KQ8_HUMAN	0		163	INDIRECT	163	INDIRECT
IFNA17	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000334546	D016898	P01571 Q9UMJ2_HUMAN Q5VZ53_HUMAN Q14639	0		898	INDIRECT	898	INDIRECT
IFNA10	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000335118	D016898	P01566 Q5VV13_HUMAN	0		898	INDIRECT	898	INDIRECT
IL17F	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000337432	D007378	Q9NUE6 Q96PI8 Q96PD4 Q7Z6P4 Q6NSI0_HUMAN	0		163	INDIRECT	163	INDIRECT
IL19	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000338300	D007378	Q9UHD0 Q9NUA0 Q96QR4 Q5VUT3_HUMAN	0		163	INDIRECT	163	INDIRECT
IL1F10	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000341794	D007378	Q9BYX1 Q969H5 Q8WWZ1 Q7RTZ5 Q56AT8_HUMAN Q56AT8 Q53SR9_HUMAN	0		163	INDIRECT	163	INDIRECT
IL17	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000344192	D007378	Q6NZ94_HUMAN Q5T2P0_HUMAN Q16552	0		163	INDIRECT	163	INDIRECT
TLR4	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000346893		O00206 Q9UM57 Q9UK78 Q5VZI9_HUMAN Q5VZI8_HUMAN Q5VZI7_HUMAN	950	INDIRECT	0		950	INDIRECT
IL28B	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000347165	D007378	Q8IZI9 Q8IWL6 Q7Z4J3 Q6VN56	0		163	INDIRECT	163	INDIRECT
ENSP00000349365	32744	polyinosinic-polycytidylic acid	L03AX07	9606.ENSP00000349365	D007378	Q8NEV9_HUMAN Q6P676_HUMAN	0		163	INDIRECT	163	INDIRECT
D007370	32744	polyinosinic-polycytidylic acid	L03AX07	D007370			0		681	INDIRECT	681	INDIRECT
D007372	32744	polyinosinic-polycytidylic acid	L03AX07	D007372			0		563	INDIRECT	563	INDIRECT
D007378	32744	polyinosinic-polycytidylic acid	L03AX07	D007378			0		163	INDIRECT	163	INDIRECT
D016898	32744	polyinosinic-polycytidylic acid	L03AX07	D016898			0		898	INDIRECT	898	INDIRECT
D018664	32744	polyinosinic-polycytidylic acid	L03AX07	D018664			0		866	INDIRECT	866	INDIRECT
ADRB1	31729	ritodrine	G02CA01	9606.ENSP00000046967	D011943	Q5T5Y4_HUMAN P08588 Q9UKG8 Q9UKG7	0		809	DIRECT	809	DIRECT
ADRB2	31729	ritodrine	G02CA01	9606.ENSP00000305372	D018343	P07550 O14823 O14824 O14825 O14826 Q9UMZ5 Q9UHA1 Q9UH95 Q9UCZ2_HUMAN Q9UCZ1_HUMAN Q9UCZ0_HUMAN Q9BYZ0_HUMAN Q96EC3_HUMAN Q8NEQ9 Q6P4D8_HUMAN Q6GMT4_HUMAN Q53GA6_HUMAN Q4JG18_HUMAN Q4JG18	0		950	DIRECT	950	DIRECT
ADRB3	31729	ritodrine	G02CA01	9606.ENSP00000343782	D011943	Q4JFT4_HUMAN Q4JFT4 P13945	0		809	DIRECT	809	DIRECT
D011943	31729	ritodrine	G02CA01	D011943			0		809	DIRECT	809	DIRECT
D018343	31729	ritodrine	G02CA01	D018343			0		950	DIRECT	950	DIRECT
ADRB1	31477	metipranolol	S01ED04	9606.ENSP00000046967	D011943	Q5T5Y4_HUMAN P08588 Q9UKG8 Q9UKG7	0		809	DIRECT	809	DIRECT
ADRB2	31477	metipranolol	S01ED04	9606.ENSP00000305372	D011943	P07550 O14823 O14824 O14825 O14826 Q9UMZ5 Q9UHA1 Q9UH95 Q9UCZ2_HUMAN Q9UCZ1_HUMAN Q9UCZ0_HUMAN Q9BYZ0_HUMAN Q96EC3_HUMAN Q8NEQ9 Q6P4D8_HUMAN Q6GMT4_HUMAN Q53GA6_HUMAN Q4JG18_HUMAN Q4JG18	0		809	DIRECT	809	DIRECT
ADRB3	31477	metipranolol	S01ED04	9606.ENSP00000343782	D011943	Q4JFT4_HUMAN Q4JFT4 P13945	0		809	DIRECT	809	DIRECT
D011943	31477	metipranolol	S01ED04	D011943			0		809	DIRECT	809	DIRECT
NR3C2	31378	fludrocortisone	H02AA02	9606.ENSP00000347441	D018161	P08235 Q96KQ9 Q96KQ8 Q59GQ3_HUMAN Q4W5E8_HUMAN	0		950	DIRECT	950	DIRECT
D018161	31378	fludrocortisone	H02AA02	D018161			0		950	DIRECT	950	DIRECT
ADRB1	30668	lofexidine	N07BC04	9606.ENSP00000046967	D011941	Q5T5Y4_HUMAN P08588 Q9UKG8 Q9UKG7	0		585	DIRECT	585	DIRECT
ADRA2A	30668	lofexidine	N07BC04	9606.ENSP00000280155	D018341	Q2XN99 P08913 Q9BZK1 Q86TH8	0		908	DIRECT	908	DIRECT
ADRA1D	30668	lofexidine	N07BC04	9606.ENSP00000303199	D011941	P25100 Q9NPY0 Q5VXR2_HUMAN	0		585	DIRECT	585	DIRECT
ADRB2	30668	lofexidine	N07BC04	9606.ENSP00000305372	D011941	P07550 O14823 O14824 O14825 O14826 Q9UMZ5 Q9UHA1 Q9UH95 Q9UCZ2_HUMAN Q9UCZ1_HUMAN Q9UCZ0_HUMAN Q9BYZ0_HUMAN Q96EC3_HUMAN Q8NEQ9 Q6P4D8_HUMAN Q6GMT4_HUMAN Q53GA6_HUMAN Q4JG18_HUMAN Q4JG18	0		585	DIRECT	585	DIRECT
ADRA1B	30668	lofexidine	N07BC04	9606.ENSP00000306662	D011941	P35368	0		585	DIRECT	585	DIRECT
ADRA2B	30668	lofexidine	N07BC04	9606.ENSP00000320944	D018341	P18089 Q9BZK0 Q53RF2_HUMAN Q53RF2 Q4TUH9_HUMAN Q4TUH9	0		908	DIRECT	908	DIRECT
ADRB3	30668	lofexidine	N07BC04	9606.ENSP00000343782	D011941	Q4JFT4_HUMAN Q4JFT4 P13945	0		585	DIRECT	585	DIRECT
ADRA1C	30668	lofexidine	N07BC04	9606.ENSP00000348729	D011941	O60451 Q9UD67_HUMAN Q9UD63 Q96RE8_HUMAN Q7KYZ9_HUMAN Q6RUJ9 Q6RUJ8 Q6RUJ7 Q6RUJ5 Q6RUJ4 Q6LD06_HUMAN Q4VBM7_HUMAN Q13729 Q13675 P35348	0		585	DIRECT	585	DIRECT
D011941	30668	lofexidine	N07BC04	D011941			0		585	DIRECT	585	DIRECT
D018341	30668	lofexidine	N07BC04	D018341			0		908	DIRECT	908	DIRECT
TOP2B	30623	dexrazoxane	V03AF02	9606.ENSP00000264331	D004250	Q59H80_HUMAN Q13600 Q02880 Q9UQP8 Q9UMG8 Q8WTY5_HUMAN Q71UH4_HUMAN Q6W6M6_HUMAN Q6LC06_HUMAN Q6LBI8_HUMAN	0		920	DIRECT	920	DIRECT
ENSP00000269577	30623	dexrazoxane	V03AF02	9606.ENSP00000269577	D004250	Q71UQ5_HUMAN	0		920	DIRECT	920	DIRECT
DPYS	30623	dexrazoxane	V03AF02	9606.ENSP00000276651		Q14117	950	DIRECT	0		950	DIRECT
D004250	30623	dexrazoxane	V03AF02	D004250			0		920	DIRECT	920	DIRECT
SP1	29051	mithramycin	L01DC02	9606.ENSP00000329357		P08047 Q9NYE7 Q9NY21 Q9NR52_HUMAN Q9NR51 Q9H3Q5 Q86TN8 Q59EY3_HUMAN	950	DIRECT	0		950	DIRECT
SP3	29051	mithramycin	L01DC02	9606.ENSP00000310301		Q9BQR1 Q8WWU4_HUMAN Q8WWU3_HUMAN Q8WWU2_HUMAN Q8TD56 Q86TP0_HUMAN Q69B27_HUMAN Q69B26_HUMAN Q68DP2_HUMAN Q59FX5_HUMAN Q02447	950	INDIRECT	0		950	INDIRECT
OPRD1	28397	methadol		9606.ENSP00000234961	D011957	P41143	0		617	DIRECT	617	DIRECT
